"term","pval","combined","adjp","genes","n"
"15-delta prostaglandin J2 HL60 UP",0.103491288000468,8.59293184860107,0.177227642677451,"BCL6;SAT1",2
"Beryllium sulfate CTD 00001005",0.1062859713504,20.7908871305676,0.179993302383964,"CDKN1A",1
"362-05-0 CTD 00000041",0.1062859713504,20.7908871305676,0.179993302383964,"CCND1",1
"OZONE CTD 00006460",0.1062859713504,20.7908871305676,0.179993302383964,"CEBPB",1
"usnic acid CTD 00002807",0.1062859713504,20.7908871305676,0.179993302383964,"HSPA2",1
"isoflupredone HL60 UP",0.1062859713504,20.7908871305676,0.179993302383964,"FKBP5",1
"Ephedrone CTD 00002112",0.1062859713504,20.7908871305676,0.179993302383964,"C1QB",1
"TTNPB CTD 00001809",0.1062859713504,20.7908871305676,0.179993302383964,"CCND1",1
"NICKEL CTD 00006389",0.107240613730395,8.27551656134492,0.18085744387405,"CDKN1A;TIMP1",2
"Prestwick-983 HL60 UP",0.107240613730395,8.27551656134492,0.18085744387405,"TIMP1;SAT1",2
"metformin BOSS",0.107240613730395,8.27551656134492,0.18085744387405,"NAMPT;EIF4EBP1",2
"L-glutamine BOSS",0.10818370576866,8.19880197743087,0.18169505466786,"EIF4EBP1;HSPA2",2
"doxycycline HL60 UP",0.107921829281048,6.02630275159609,0.18169505466786,"SOCS2;SFRP1;HLA-DPA1",3
"ZINC CTD 00007011",0.108120605928454,3.90947916598799,0.18169505466786,"SOCS2;C1QB;CDKN1A;CCND1;MT1M;MT1X;CD14;CA14",8
"Calycosin CTD 00003727",0.10892744222146,20.0210569933171,0.181943101166077,"CDKN1A",1
"Ammonium hexachloroplatinate(IV) CTD 00000945",0.10892744222146,20.0210569933171,0.181943101166077,"NAMPT",1
"Clofop [ISO] CTD 00000269",0.10892744222146,20.0210569933171,0.181943101166077,"ANGPTL4",1
"chlorambucil CTD 00005626",0.10892744222146,20.0210569933171,0.181943101166077,"CDKN1A",1
"AGN-PC-0JHFVD BOSS",0.109129059782184,8.12310511128074,0.182030849718643,"BCL6;MRC1",2
"methotrexate CTD 00006299",0.109591391442217,5.05303384438572,0.182552645226395,"C1QB;C3;MFAP4;CDKN1A",4
"lycorine HL60 UP",0.109876443881654,4.55346842499816,0.182778117138282,"CDKN1A;BCL6;XPO4;NAMPT;SAT1",5
"cilostazol CTD 00002032",0.111561237909421,19.2965077806476,0.183827626838601,"CDKN1A",1
"SB 415286 CTD 00003863",0.111561237909421,19.2965077806476,0.183827626838601,"CCND1",1
"Dehydroepiandrosterone CTD 00005761",0.111561237909421,19.2965077806476,0.183827626838601,"CDKN1A",1
"doxorubicin MCF7 UP",0.111561237909421,19.2965077806476,0.183827626838601,"SAT1",1
"Dacinostat CTD 00004220",0.111561237909421,19.2965077806476,0.183827626838601,"CDKN1A",1
"trifluoperazine MCF7 UP",0.111561237909421,19.2965077806476,0.183827626838601,"SAT1",1
"THIOACETAMIDE CTD 00006870",0.111561237909421,19.2965077806476,0.183827626838601,"MGST1",1
"Sunitinib CTD 00004175",0.114187380310863,18.6135639334889,0.187396224945651,"EIF4EBP1",1
"furazolidone HL60 UP",0.114187380310863,18.6135639334889,0.187396224945651,"CXCL14",1
"Esculetin CTD 00000358",0.114187380310863,18.6135639334889,0.187396224945651,"ERAP2",1
"tamoxifen BOSS",0.114847518155236,7.68930366186088,0.188226603580595,"CCND1;EIF4EBP1",2
"DIALLYL DISULFIDE CTD 00001321",0.116805891336234,17.9689281874332,0.190159991095389,"TIMP1",1
"busulfan CTD 00005543",0.116805891336234,17.9689281874332,0.190159991095389,"CDKN1A",1
"Allyl sulfide CTD 00001796",0.116805891336234,17.9689281874332,0.190159991095389,"CDKN1A",1
"naphthalene CTD 00001527",0.116805891336234,17.9689281874332,0.190159991095389,"TIMP1",1
"Retinoic acid TTD 00010557",0.116805891336234,17.9689281874332,0.190159991095389,"RXRG",1
"atenolol CTD 00005448",0.119416792728688,17.3596347396988,0.192105275259194,"FKBP5",1
"Gadodiamide hydrate CTD 00002623",0.119416792728688,17.3596347396988,0.192105275259194,"TIMP1",1
"BARIUM CTD 00005464",0.119416792728688,17.3596347396988,0.192105275259194,"NPR3",1
"1,3,5[10]-Estratriene-3,4,17 beta-triol CTD 00000733",0.119416792728688,17.3596347396988,0.192105275259194,"CCND1",1
"Cleland's reagent CTD 00005862",0.119416792728688,17.3596347396988,0.192105275259194,"CCND1",1
"POTASSIUM CTD 00006595",0.119416792728688,17.3596347396988,0.192105275259194,"NPR3",1
"Cetrorelix CTD 00002564",0.119416792728688,17.3596347396988,0.192105275259194,"CDKN1A",1
"menadione CTD 00007386",0.118467971133575,4.00493655129003,0.192105275259194,"CDKN1A;BCL6;CCND1;FBLN1;MT1X;RNF122",6
"calcitriol CTD 00005558",0.119104674133566,3.53558456851333,0.192105275259194,"SOCS2;CEBPB;CDKN1A;CCND1;NAMPT;MT1X;CD14;CXCL14;FKBP5",9
"alprostadil HL60 UP",0.11986957017221,5.46805849088598,0.192579927868775,"NAMPT;TIMP1;SAT1",3
"co-dergocrine mesilate HL60 DOWN",0.120642210115391,7.28788344681402,0.193312517783323,"PCOLCE2;EIF4EBP1",2
"parthenolide PC3 UP",0.120642210115391,7.28788344681402,0.193312517783323,"CDKN1A;HSPA2",2
"2-deoxy-D-glucose MCF7 UP",0.12202010623715,16.7830091294943,0.193992903275469,"CEBPB",1
"deferoxamine PC3 UP",0.12202010623715,16.7830091294943,0.193992903275469,"ANGPTL4",1
"STYRENE CTD 00001125",0.12202010623715,16.7830091294943,0.193992903275469,"C3",1
"nicotinic acid BOSS",0.12202010623715,16.7830091294943,0.193992903275469,"NAMPT",1
"3-[3-butylsulfanyl-1-[(4-chlorophenyl)methyl]-5-propan-2-ylindol-2-yl]-2,2-dimethylpropanoic acid TTD 00000826",0.12202010623715,16.7830091294943,0.193992903275469,"ALOX5AP",1
"0179445-0000 MCF7 UP",0.12161509810928,7.22389851085955,0.193992903275469,"CDKN1A;SAT1",2
"dorsomorphin CTD 00004649",0.124615853531268,16.2366337788064,0.195824912691992,"CDKN1A",1
"capsazepine CTD 00002764",0.124615853531268,16.2366337788064,0.195824912691992,"TIMP1",1
"fenoterol PC3 UP",0.124615853531268,16.2366337788064,0.195824912691992,"SAT1",1
"Diquat dication CTD 00005858",0.124615853531268,16.2366337788064,0.195824912691992,"SAT1",1
"thiostrepton PC3 UP",0.124615853531268,16.2366337788064,0.195824912691992,"CDKN1A",1
"p,p'-DDE CTD 00005754",0.124615853531268,16.2366337788064,0.195824912691992,"CCND1",1
"flurbiprofen CTD 00005993",0.124615853531268,16.2366337788064,0.195824912691992,"TIMP1",1
"ETHACRYNIC ACID CTD 00005929",0.124615853531268,16.2366337788064,0.195824912691992,"CCND1",1
"MG-132 MCF7 DOWN",0.124545548528647,7.03666948215606,0.195824912691992,"CCND1;MT1X",2
"Retinoic acid",0.127204056225767,15.7183182664299,0.197854971530779,"RXRG",1
"indirubin deriv. 7a CTD 00004285",0.127204056225767,15.7183182664299,0.197854971530779,"CCND1",1
"clomifene MCF7 UP",0.127204056225767,15.7183182664299,0.197854971530779,"MT1X",1
"cloperastine PC3 UP",0.127204056225767,15.7183182664299,0.197854971530779,"MT1M",1
"Ferriheme chloride CTD 00006079",0.127204056225767,15.7183182664299,0.197854971530779,"CDKN1A",1
"geldanamycin PC3 UP",0.127204056225767,15.7183182664299,0.197854971530779,"NNMT",1
"Erlotinib CTD 00003738",0.127204056225767,15.7183182664299,0.197854971530779,"CCND1",1
"zalcitabine PC3 UP",0.12645608684773,4.06502426704075,0.197854971530779,"C1QB;LUM;DPT;LYVE1;CXCL14",5
"Cardidigin CTD 00005822",0.129784735856175,15.2260736066145,0.201355987903926,"CDKN1A",1
"p-benzoquinone CTD 00000148",0.129784735856175,15.2260736066145,0.201355987903926,"CDKN1A",1
"LUCANTHONE CTD 00006227",0.130457743859617,6.68233267401292,0.201376618524137,"CDKN1A;SAT1",2
"Vorinostat CTD 00003560",0.130298588204054,5.04971520250489,0.201376618524137,"CDKN1A;CCND1;PCNT",3
"Zoledronic acid CTD 00003127",0.130298588204054,5.04971520250489,0.201376618524137,"CDKN1A;CCND1;ALOX5AP",3
"0179445-0000 MCF7 DOWN",0.130341260238429,3.96387259502155,0.201376618524137,"BCL6;CCND1;NAMPT;HSPA2;NUDT4",5
"topiramate",0.132357913936112,14.7580899129425,0.202264096265322,"CA14",1
"dimethyloxalylglycine PC3 UP",0.132357913936112,14.7580899129425,0.202264096265322,"ANGPTL4",1
"gossypol MCF7 UP",0.132357913936112,14.7580899129425,0.202264096265322,"CEBPB",1
"mepacrine HL60 DOWN",0.132357913936112,14.7580899129425,0.202264096265322,"EIF4EBP1",1
"pizotifen PC3 UP",0.132357913936112,14.7580899129425,0.202264096265322,"CDKN1A",1
"syrosingopine MCF7 UP",0.132357913936112,14.7580899129425,0.202264096265322,"SAT1",1
"carboplatin CTD 00007106",0.132357913936112,14.7580899129425,0.202264096265322,"CDKN1A",1
"butyric acid CTD 00007353",0.132357913936112,14.7580899129425,0.202264096265322,"CDKN1A",1
"piperlongumine MCF7 UP",0.133438458407927,6.51458345579769,0.203660447145098,"CDKN1A;SAT1",2
"D-Penicillamine CTD 00006475",0.134923611871376,14.312716953393,0.204902649371829,"HSPA2",1
"pioglitazone PC3 UP",0.134923611871376,14.312716953393,0.204902649371829,"ANGPTL4",1
"DICHLOROMETHANE CTD 00006313",0.134923611871376,14.312716953393,0.204902649371829,"BCL6",1
"EMBELIN CTD 00000580",0.134923611871376,14.312716953393,0.204902649371829,"CCND1",1
"bisacodyl MCF7 UP",0.13543437493396,6.40603683495052,0.205422822104802,"BCL6;SAT1",2
"primaquine PC3 UP",0.136304170159766,4.83271740099034,0.206485597723417,"SFRP1;ATP1B4;MYH11",3
"ETHYLBENZENE CTD 00000178",0.137481851045255,13.8884471557023,0.20698562284372,"BCL6",1
"Leptomycin B CTD 00001805",0.137481851045255,13.8884471557023,0.20698562284372,"CDKN1A",1
"STOCK1N-35696 MCF7 UP",0.137481851045255,13.8884471557023,0.20698562284372,"CDKN1A",1
"geldanamycin CTD 00000033",0.137481851045255,13.8884471557023,0.20698562284372,"CCND1",1
"O-XYLENE CTD 00001228",0.137481851045255,13.8884471557023,0.20698562284372,"BCL6",1
"apigenin MCF7 UP",0.140032652767435,13.4839007270669,0.209791250342378,"CDKN1A",1
"ZINC SULFIDE CTD 00001487",0.140032652767435,13.4839007270669,0.209791250342378,"CD14",1
"clofibrate CTD 00005684",0.140032652767435,13.4839007270669,0.209791250342378,"CD14",1
"choline CTD 00005662",0.140032652767435,13.4839007270669,0.209791250342378,"SFRP1",1
"[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate CTD 00005796",0.141462620593916,6.0952802261787,0.211673847726926,"CDKN1A;CCND1",2
"dinoprostone PC3 UP",0.142576038253846,13.0978125814599,0.212299198424325,"ANGPTL4",1
"1-HYDROXYPYRENE CTD 00001593",0.142576038253846,13.0978125814599,0.212299198424325,"C3",1
"pararosaniline MCF7 UP",0.142576038253846,13.0978125814599,0.212299198424325,"CEBPB",1
"resveratrol BOSS",0.142473043834064,6.04555792152495,0.212299198424325,"NAMPT;EIF4EBP1",2
"alprostadil PC3 UP",0.145112028750085,12.7290208197382,0.214765802550126,"ANGPTL4",1
"ellipticine MCF7 UP",0.145112028750085,12.7290208197382,0.214765802550126,"SAT1",1
"O-Phospho-L-tyrosine BOSS",0.145112028750085,12.7290208197382,0.214765802550126,"SOCS2",1
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-N-4-pyridinyl-, trans- CTD 00003513",0.145112028750085,12.7290208197382,0.214765802550126,"CDKN1A",1
"DL-Valine BOSS",0.145112028750085,12.7290208197382,0.214765802550126,"EIF4EBP1",1
"p-Phenylenediamine CTD 00001400",0.147640645349346,12.3764565722996,0.21640963742083,"CDKN1A",1
"dl-Thioctic acid CTD 00006215",0.147640645349346,12.3764565722996,0.21640963742083,"CCND1",1
"etacrynic acid MCF7 UP",0.147640645349346,12.3764565722996,0.21640963742083,"CDKN1A",1
"ethaverine HL60 DOWN",0.147640645349346,12.3764565722996,0.21640963742083,"CDKN1A",1
"2,4-Dinitrofluorobenzene CTD 00005849",0.147640645349346,12.3764565722996,0.21640963742083,"NAMPT",1
"trimipramine PC3 UP",0.147640645349346,12.3764565722996,0.21640963742083,"CDKN1A",1
"SARIN CTD 00006722",0.146530413842575,5.85225689961551,0.21640963742083,"MFAP4;FBLN1",2
"scriptaid PC3 DOWN",0.146997470450543,3.90217178625689,0.21640963742083,"SOCS2;NNMT;CCND1;PCNT",4
"daunorubicin MCF7 UP",0.14958941208712,5.71291533012532,0.219003204026827,"CDKN1A;SAT1",2
"Tanespimycin CTD 00003582",0.150161909141577,12.039134994316,0.219578073127983,"CCND1",1
"bucladesine HL60 UP",0.150612027872523,5.66749875597325,0.219972830182237,"FKBP5;HLA-DPA1",2
"terfenadine CTD 00007125",0.152675841124444,11.7161472876704,0.222454895003516,"CDKN1A",1
"Fisetin CTD 00000919",0.152675841124444,11.7161472876704,0.222454895003516,"CDKN1A",1
"Prestwick-983 HL60 DOWN",0.153688485203834,5.53423489279873,0.22366345701297,"EIF4EBP1;FKBP5",2
"Paricalcitol CTD 00003033",0.155182462244985,11.4066536020004,0.225033000476398,"CD14",1
"nadide BOSS",0.155182462244985,11.4066536020004,0.225033000476398,"NAMPT",1
"etoposide CTD 00005948",0.154878703081697,4.25038956031388,0.225033000476398,"CDKN1A;CCND1;HSPA2",3
"mitoxantrone PC3 DOWN",0.156285962355746,4.21095395231884,0.226364365404941,"CEBPB;BCL6;HSPA2",3
"Tyrphostin B42 CTD 00003234",0.157681793429811,11.1098767098578,0.226956271925517,"CCND1",1
"prochlorperazine MCF7 UP",0.157681793429811,11.1098767098578,0.226956271925517,"SAT1",1
"quinisocaine PC3 UP",0.157681793429811,11.1098767098578,0.226956271925517,"CDKN1A",1
"hydroxyurea BOSS",0.157681793429811,11.1098767098578,0.226956271925517,"MRC1",1
"puromycin HL60 DOWN",0.157809889324131,5.36324839787139,0.226956271925517,"PCOLCE2;CD14",2
"Enterolactone CTD 00001393",0.157612448634694,3.36041290917144,0.226956271925517,"SOCS2;CDKN1A;MTFP1;PCNT;SAT1",5
"Fonofos CTD 00005884",0.158036734408648,3.6449405166589,0.227015120838776,"ADAMTS5;NPR3;HSPA2;CXCL14",4
"Nitroprusside CTD 00006411",0.160173855472008,10.8250963647081,0.228739505884587,"MT1X",1
"Everolimus BOSS",0.160173855472008,10.8250963647081,0.228739505884587,"EIF4EBP1",1
"3-methyladenine BOSS",0.160173855472008,10.8250963647081,0.228739505884587,"EIF4EBP1",1
"puromycin MCF7 UP",0.159878632348206,5.28050252028872,0.228739505884587,"SOCS2;CEBPB",2
"TERBUFOS CTD 00000658",0.159719478573132,3.60816123842715,0.228739505884587,"ADAMTS5;NPR3;HSPA2;CXCL14",4
"anisomycin MCF7 UP",0.16140904459673,3.57183212646068,0.230234162911924,"SOCS2;BCL6;MT1X;SAT1",4
"digoxigenin HL60 UP",0.16195256098117,5.1995186898395,0.230567159000069,"XPO4;SAT1",2
"COUMESTROL CTD 00005717",0.162020165783833,2.87030696116417,0.230567159000069,"SOCS2;CDKN1A;CCND1;MTFP1;MAGED2;PCNT;SAT1;FKBP5",8
"terfenadine HL60 UP",0.162658669203238,10.5516442425848,0.230937482671109,"SAT1",1
"endosulfan CTD 00005896",0.162658669203238,10.5516442425848,0.230937482671109,"CCND1",1
"quinpirole HL60 UP",0.162991429307864,5.15967190763911,0.231141155847738,"TIMP1;SAT1",2
"ouabain MCF7 UP",0.164031545529106,5.12024709981853,0.232346307530207,"BCL6;SAT1",2
"1h-pyrazolo[3,4-d]pyrimidine CTD 00000742",0.165136255286885,10.2888994213856,0.232562131147966,"CDKN1A",1
"tamoxifen MCF7 UP",0.165136255286885,10.2888994213856,0.232562131147966,"MT1X",1
"DEOXYCHOLIC ACID CTD 00005765",0.165136255286885,10.2888994213856,0.232562131147966,"CEBPB",1
"vanoxerine MCF7 UP",0.165136255286885,10.2888994213856,0.232562131147966,"CEBPB",1
"Electrocorundum CTD 00005364",0.165136255286885,10.2888994213856,0.232562131147966,"CDKN1A",1
"toluene CTD 00006907",0.167606634406624,10.0362843070143,0.235769240334663,"BCL6",1
"chlorprothixene MCF7 UP",0.170069827170501,9.7932609778969,0.237863985080392,"SAT1",1
"dequalinium chloride HL60 DOWN",0.170069827170501,9.7932609778969,0.237863985080392,"CDKN1A",1
"Dibenziodolium CTD 00000351",0.170069827170501,9.7932609778969,0.237863985080392,"CDKN1A",1
"resveratrol MCF7 UP",0.170069827170501,9.7932609778969,0.237863985080392,"CDKN1A",1
"digoxin CTD 00005825",0.170069827170501,9.7932609778969,0.237863985080392,"ABCA8",1
"Cylindrospermopsin CTD 00003136",0.170577803914236,3.84129679712686,0.238029141233466,"CDKN1A;TIMP1;CA14",3
"digoxin PC3 UP",0.170577803914236,3.84129679712686,0.238029141233466,"CDKN1A;BCL6;SAT1",3
"arecoline CTD 00005439",0.172525854124655,9.55932788665529,0.239379622597959,"TIMP1",1
"Gallic acid CTD 00006020",0.172525854124655,9.55932788665529,0.239379622597959,"CDKN1A",1
"enoxaparin CTD 00006081",0.172525854124655,9.55932788665529,0.239379622597959,"C3",1
"thiostrepton MCF7 UP",0.172525854124655,9.55932788665529,0.239379622597959,"CDKN1A",1
"cicloheximide HL60 UP",0.172027999903798,3.8066553949957,0.239379622597959,"ADAMTS5;BCL6;MT1X",3
"digoxigenin MCF7 UP",0.173446132299232,4.78346508140883,0.240110802196556,"BCL6;SAT1",2
"mitoxantrone CTD 00006345",0.173446132299232,4.78346508140883,0.240110802196556,"NAMPT;HSPA2",2
"thioridazine HL60 UP",0.17497473577498,9.33401688218426,0.241678905408655,"SAT1",1
"VANADIUM PENTOXIDE CTD 00002655",0.17497473577498,9.33401688218426,0.241678905408655,"NAMPT",1
"Nilotinib",0.177416492473583,9.11689052087105,0.24339948012387,"CA14",1
"BAS-012416453 PC3 UP",0.177416492473583,9.11689052087105,0.24339948012387,"BCL6",1
"luteolin PC3 DOWN",0.177416492473583,9.11689052087105,0.24339948012387,"NUDT4",1
"Silybin CTD 00003999",0.177416492473583,9.11689052087105,0.24339948012387,"CDKN1A",1
"Masoprocol CTD 00006416",0.177416492473583,9.11689052087105,0.24339948012387,"CCND1",1
"vorinostat MCF7 DOWN",0.177132197364588,3.68850440897778,0.24339948012387,"SOCS2;CCND1;PCNT",3
"paclitaxel CTD 00007144",0.177864920330176,3.67200902703422,0.243740816748759,"CDKN1A;CCND1;NUDT4",3
"beclomethasone CTD 00005468",0.179851144686389,8.90753962009855,0.246186376302781,"TIMP1",1
"5109870 MCF7 DOWN",0.182278712686208,8.70558105577547,0.248672970044536,"HSPA2",1
"hycanthone MCF7 UP",0.182278712686208,8.70558105577547,0.248672970044536,"CDKN1A",1
"lomustine MCF7 UP",0.182278712686208,8.70558105577547,0.248672970044536,"CEBPB",1
"desipramine PC3 UP",0.184699216707237,8.51065574827833,0.25169391026734,"MT1X",1
"clotrimazole CTD 00005691",0.187112676993703,8.32242683331265,0.253006177861918,"CDKN1A",1
"170449-18-0 CTD 00003361",0.187112676993703,8.32242683331265,0.253006177861918,"CDKN1A",1
"digoxigenin PC3 DOWN",0.187112676993703,8.32242683331265,0.253006177861918,"NNMT",1
"fluspirilene MCF7 UP",0.187112676993703,8.32242683331265,0.253006177861918,"MT1X",1
"quercetin HL60 UP",0.187112676993703,8.32242683331265,0.253006177861918,"NAMPT",1
"digoxin HL60 UP",0.186134609192464,4.38013463637814,0.253006177861918,"XPO4;SAT1",2
"rifabutin MCF7 UP",0.186134609192464,4.38013463637814,0.253006177861918,"HSPA2;SAT1",2
"Perfluorooctanesulfonic acid CTD 00002876",0.189519113686836,8.140577999806,0.255693743438261,"ANGPTL4",1
"PHOSPHINE CTD 00006547",0.189519113686836,8.140577999806,0.255693743438261,"CD14",1
"cephaeline HL60 UP",0.189914711360505,3.03663660508768,0.255944660674588,"ADAMTS5;BCL6;NAMPT;SAT1",4
"metronidazole PC3 UP",0.190559112725826,2.66913480111582,0.256529963217458,"MFAP4;BCL6;ANKRD2;ABCA8;CD14;RXRG",6
"TBTO CTD 00000264",0.19191854685501,7.96481196983514,0.256943580822333,"CDKN1A",1
"baicalein CTD 00000302",0.19191854685501,7.96481196983514,0.256943580822333,"CCND1",1
"chlorpromazine PC3 UP",0.19191854685501,7.96481196983514,0.256943580822333,"CDKN1A",1
"gossypol HL60 UP",0.19191854685501,7.96481196983514,0.256943580822333,"NAMPT",1
"profenamine PC3 UP",0.19191854685501,7.96481196983514,0.256943580822333,"CDKN1A",1
"Benzo[b]fluoranthene CTD 00000306",0.194310996543551,7.79484910969084,0.2598616941727,"SAT1",1
"imidurea PC3 DOWN",0.196696482694648,7.63042616271422,0.262190398875726,"FKBP5",1
"DMBA CTD 00007046",0.196696482694648,7.63042616271422,0.262190398875726,"CDKN1A",1
"Benzo[k]fluoranthene CTD 00001069",0.196696482694648,7.63042616271422,0.262190398875726,"TIMP1",1
"ampyrone HL60 DOWN",0.198350245819429,2.90179040016121,0.264106488708313,"CEBPB;TIMP1;CD14;NUDT4",4
"TOSYLPHENYLALANYL CHLOROMETHYL KETONE CTD 00006910",0.199075025286932,7.47129508364221,0.264782795071181,"CDKN1A",1
"thiram CTD 00006883",0.201446644139077,7.31722197769891,0.266774785785047,"NAMPT",1
"beta-escin PC3 UP",0.201446644139077,7.31722197769891,0.266774785785047,"CDKN1A",1
"withaferin A MCF7 UP",0.201446644139077,7.31722197769891,0.266774785785047,"SAT1",1
"clindamycin HL60 DOWN",0.201113986390917,2.44339414283229,0.266774785785047,"NAMPT;EIF4EBP1;MT1X;TIMP1;CD14;SAT1;NUDT4",7
"arbutin CTD 00005438",0.202177608310994,3.93862732091598,0.267452719119961,"C1QB;MFAP4",2
"verteporfin HL60 DOWN",0.203253302562384,3.9113845117668,0.268584721243151,"C3;ERAP2",2
"STOCK1N-35215 PC3 UP",0.203811359079019,7.16798611835631,0.268740463753221,"CEBPB",1
"ellagic acid TTD 00007809",0.203811359079019,7.16798611835631,0.268740463753221,"CA14",1
"quercetin PC3 UP",0.206169189854455,7.02337905049818,0.271263556909795,"ATP1B4",1
"cytarabine BOSS",0.206169189854455,7.02337905049818,0.271263556909795,"CCND1",1
"morphine CTD 00006352",0.208520156136657,6.88320376322252,0.274061475395972,"CDKN1A",1
"valproic acid HL60 UP",0.209721578964431,3.75316898229969,0.275344137543623,"MT1X;SAT1",2
"SILVER NITRATE CTD 00006743",0.210864277605035,6.74727392632872,0.275658761194591,"MT1X",1
"lycorine MCF7 UP",0.210864277605035,6.74727392632872,0.275658761194591,"SOCS2",1
"Bathocuproine disulfonate CTD 00001350",0.210864277605035,6.74727392632872,0.275658761194591,"MT1X",1
"withaferin A PC3 UP",0.210864277605035,6.74727392632872,0.275658761194591,"SAT1",1
"TRICHLOROETHYLENE CTD 00006932",0.213201573813743,6.61541319085511,0.278118719686517,"BCL6",1
"alimemazine HL60 UP",0.213201573813743,6.61541319085511,0.278118719686517,"LYVE1",1
"Apocarotenal CTD 00000185",0.215532064303904,6.48745453853359,0.279410790632844,"ADH1A",1
"clioquinol CTD 00006162",0.215532064303904,6.48745453853359,0.279410790632844,"CDKN1A",1
"nicotinamide adenine dinucleotide BOSS",0.215532064303904,6.48745453853359,0.279410790632844,"NAMPT",1
"ajmaline HL60 UP",0.215128866647045,3.62785906961799,0.279410790632844,"NNMT;HLA-DPA1",2
"Caspan CTD 00000180",0.214942835995409,2.66132081721413,0.279410790632844,"CEBPB;CCND1;FBLN1;GPCPD1",4
"sulfaguanidine PC3 UP",0.215565081716739,2.65287830969263,0.279410790632844,"SFRP1;ATP1B4;MYH11;FKBP5",4
"bay 11-7082 CTD 00003959",0.217855768580715,6.36323968350455,0.280889011021175,"CCND1",1
"LY-294002 MCF7 UP",0.217855768580715,6.36323968350455,0.280889011021175,"BCL6",1
"DL-Selenomethionine CTD 00006732",0.217855768580715,6.36323968350455,0.280889011021175,"CDKN1A",1
"biochanin A CTD 00000149",0.217855768580715,6.36323968350455,0.280889011021175,"CDKN1A",1
"digoxigenin PC3 UP",0.217295738887604,3.57931339501765,0.280889011021175,"CDKN1A;BCL6",2
"NSC94017 CTD 00005320",0.220172706031522,6.24261852012047,0.283278054862474,"CCND1",1
"SILVER CTD 00006742",0.220172706031522,6.24261852012047,0.283278054862474,"CDKN1A",1
"Adenosine triphosphate CTD 00005324",0.222482896026546,6.12544860836932,0.285648387012001,"ABCA8",1
"curcumin TTD 00007338",0.222482896026546,6.12544860836932,0.285648387012001,"CA14",1
"lycorine PC3 DOWN",0.223808636918997,3.43881494704394,0.287048682434974,"CCND1;HSPA2",2
"chitosamine CTD 00006030",0.224786357879631,6.01159469973406,0.28709638386091,"ADAMTS5",1
"adenine CTD 00005317",0.224786357879631,6.01159469973406,0.28709638386091,"CDKN1A",1
"rifabutin PC3 DOWN",0.224786357879631,6.01159469973406,0.28709638386091,"NNMT",1
"Vincristine sulfate BOSS",0.224786357879631,6.01159469973406,0.28709638386091,"BCL6",1
"IN1152 CTD 00001901",0.229373174143484,5.79332724412955,0.292038212334925,"CCND1",1
"GW-8510 PC3 UP",0.229373174143484,5.79332724412955,0.292038212334925,"SAT1",1
"Pingyangmycin CTD 00001211",0.229373174143484,5.79332724412955,0.292038212334925,"MT1M",1
"mitomycin C CTD 00007136",0.230337931509664,3.30561400972529,0.292961056638854,"CDKN1A;SAT1",2
"Octa-2,4,6-trienoic acid CTD 00002551",0.231656566910395,5.68867534917946,0.29402564261704,"CCND1",1
"15-Acetyldeoxynivalenol CTD 00002073",0.231656566910395,5.68867534917946,0.29402564261704,"ANGPTL4",1
"Fulvestrant CTD 00002740",0.232517566200307,3.26274940960182,0.294811992035903,"CDKN1A;CCND1",2
"Chlorophenothane CTD 00005755",0.233933308239848,5.58686202867775,0.295380113092921,"CCND1",1
"harmine MCF7 UP",0.233933308239848,5.58686202867775,0.295380113092921,"CDKN1A",1
"chrysin CTD 00001976",0.233933308239848,5.58686202867775,0.295380113092921,"CDKN1A",1
"fenofibrate CTD 00006620",0.233933308239848,5.58686202867775,0.295380113092921,"CCND1",1
"kojic acid CTD 00000624",0.235789704126296,3.19983274946338,0.297416558613851,"MFAP4;CA14",2
"7,8-Benzoflavone CTD 00000606",0.236203417206093,5.48778197962984,0.297630931278266,"CDKN1A",1
"hexachlorophene CTD 00006092",0.23846691274602,5.39133487527705,0.299555658912438,"CCND1",1
"ellipticine CTD 00001632",0.23846691274602,5.39133487527705,0.299555658912438,"CCND1",1
"bezafibrate CTD 00005506",0.23846691274602,5.39133487527705,0.299555658912438,"RXRG",1
"emetine HL60 UP",0.240859548898779,2.33966172482846,0.302250266398159,"C3;ADAMTS5;BCL6;SAT1",4
"valinomycin MCF7 UP",0.242974139280704,5.20596137193734,0.304278383653067,"CEBPB",1
"meprobamate BOSS",0.242974139280704,5.20596137193734,0.304278383653067,"NAMPT",1
"anisomycin HL60 UP",0.246323083090701,2.14555002696914,0.308156234071461,"CDKN1A;BCL6;XPO4;NAMPT;SAT1",5
"DL-PHENYLALANINE BOSS",0.247455138759275,5.03002802527972,0.309255603300998,"EIF4EBP1",1
"digoxin MCF7 UP",0.247810522009603,2.98248745410042,0.309383075024259,"BCL6;SAT1",2
"lycorine HL60 DOWN",0.249234714340231,2.24735415729103,0.310843295413097,"PCOLCE2;EIF4EBP1;CYBRD1;CD14",4
"Gefitinib BOSS",0.249685850276254,4.94539592001892,0.311088186925822,"EIF4EBP1",1
