"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","sig"
-0.420262666237277,7.66934555028735,-6.74408042646422,1.16322317474733e-08,1.00744341883935e-06,9.7084238214085,"NDUFB3","down"
-0.488190678076336,8.2823538840181,-6.74407745601859,1.16323597261604e-08,1.00744341883935e-06,9.70841318516678,"AP5M1","down"
0.51335252712432,12.4861937988481,6.74267126054443,1.16931023941611e-08,1.00744341883935e-06,9.70337806143957,"ABHD18","up"
-0.478839817283465,9.44103637280496,-6.73091751069972,1.22133689618957e-08,1.04678749810915e-06,9.66129371252623,"DLAT","down"
-0.491474991497869,9.68921180659811,-6.72390922272681,1.25345163398385e-08,1.06874611859265e-06,9.63620221811673,"COQ3","down"
0.501267985092428,7.12484588709142,6.72159686823099,1.26423165071084e-08,1.07236734629169e-06,9.62792367408285,"TP63","up"
-0.450225215859724,9.75279371816339,-6.72021204631402,1.27073184569081e-08,1.07236734629169e-06,9.62296589191288,"MRPS16","down"
-0.465436204578017,10.7556823908072,-6.7187073794284,1.27783240708974e-08,1.07285765770759e-06,9.61757911323481,"SDHC","down"
-0.424471458212158,9.4668867689721,-6.71117113474802,1.31399660683447e-08,1.0976207188867e-06,9.59059993294618,"DNAJC7","down"
-0.600336662557043,7.9578047345366,-6.70672058997402,1.33583146564964e-08,1.11022437367326e-06,9.57466806315407,"RXRG","down"
-0.395585999072507,12.6862853537907,-6.7049794076328,1.3444721373123e-08,1.11179062771916e-06,9.56843520490615,"ATP5MC1","down"
0.453726655295348,7.1062855678179,6.68387970342951,1.45372216217099e-08,1.19612259503429e-06,9.49291220481418,"CDKN2B","up"
0.415708593339586,14.1775743886336,6.68248830082891,1.46123040806897e-08,1.19631878583e-06,9.48793236711055,"ZNF91","up"
-0.306448097598819,10.0267396780384,-6.68098389399028,1.46939199913834e-08,1.19704528405052e-06,9.48254815277564,"RAB18","ns"
-0.475851582250606,8.45551063838403,-6.67740315539169,1.48900144300904e-08,1.20704471655945e-06,9.46973310506865,"DEXI","down"
0.232998332701476,8.01120089060256,6.66870624234708,1.53772340691396e-08,1.24043021491059e-06,9.4386095167724,"SLBP","ns"
0.547230891837343,9.95565283602916,6.66702557892649,1.54732070068691e-08,1.24208338782946e-06,9.43259521082919,"DUSP19","up"
-0.41316169217383,9.92885791279397,-6.65867237129353,1.59591527651144e-08,1.26879083187735e-06,9.40270433805843,"PLGRKT","down"
0.484274673226549,10.0725758019936,6.65805479341103,1.59956790772857e-08,1.26879083187735e-06,9.40049450486958,"ZNF665","up"
-0.61625306773758,9.29204521875889,-6.65735413719772,1.60372200431751e-08,1.26879083187735e-06,9.39798741367435,"PPIF","down"
0.66121863833062,7.73057958398927,6.65517768359697,1.61669469516389e-08,1.27025941338759e-06,9.39019971989647,"CYP1B1","up"
-0.471812221292064,10.6972959557904,-6.65445647307979,1.62101650954906e-08,1.27025941338759e-06,9.3876191493034,"SFXN4","down"
-0.427182690631422,10.1064247490978,-6.6471796196374,1.66527292334164e-08,1.29875503443176e-06,9.36158272902127,"MRPS28","down"
